id,carat,cut,color,clarity,depth,table,x,y,z,price
92518,1.5,Very Good,I,SI1,61.8,59.0,7.35,7.3,4.53,8907
169147,1.21,Ideal,G,VS1,61.7,56.0,6.87,6.83,4.22,9282
103804,0.35,Very Good,D,SI1,63.3,54.0,4.52,4.5,2.87,780
135691,1.06,Ideal,E,VVS1,60.9,57.0,6.62,6.59,4.03,10288
4863,1.04,Very Good,E,SI1,62.6,56.0,6.49,6.46,4.05,5598
65862,0.54,Ideal,G,VS2,60.9,57.0,5.27,5.3,3.23,1607
19090,0.3,Ideal,H,SI1,61.3,55.0,4.32,4.34,2.66,478
68813,1.19,Very Good,I,SI1,62.4,59.0,6.8,6.77,4.23,5385
114761,1.11,Premium,J,SI1,62.5,57.0,6.65,6.68,4.17,4295
179371,0.32,Ideal,I,VVS1,63.0,54.0,4.38,4.33,2.75,756
111214,0.31,Premium,D,SI1,61.9,58.0,4.38,4.35,2.7,571
162971,0.34,Ideal,F,SI1,62.2,55.0,4.47,4.49,2.78,647
31155,0.38,Ideal,D,VS2,60.9,54.0,4.71,4.68,2.86,998
165856,1.01,Premium,I,SI1,62.5,58.0,6.39,6.27,3.95,3888
140349,0.71,Very Good,G,VVS2,61.0,58.0,5.77,5.8,3.53,3041
58819,0.81,Ideal,F,SI2,61.1,57.0,5.98,6.03,3.64,2648
99150,0.3,Premium,E,VS2,62.7,58.0,4.34,4.3,2.71,844
146775,0.77,Ideal,G,VS2,62.4,56.0,5.89,5.84,3.66,3070
44517,0.54,Ideal,E,VS2,62.0,55.0,5.21,5.22,3.23,1644
62662,1.51,Premium,H,SI1,60.7,59.0,7.47,7.38,4.5,9258
155114,0.71,Ideal,E,VS2,62.2,56.0,5.71,5.75,3.56,2857
28364,0.33,Premium,D,SI2,62.1,58.0,4.43,4.45,2.76,631
77022,0.32,Ideal,E,VS2,61.3,55.0,4.44,4.46,2.73,612
118362,0.41,Premium,E,VS1,61.6,58.0,4.76,4.73,2.93,1154
64291,2.02,Premium,D,SI2,60.2,58.0,8.21,8.15,4.93,15826
87544,0.72,Ideal,F,VS2,61.6,56.0,5.75,5.77,3.55,2731
142942,0.31,Ideal,G,VVS2,61.3,55.0,4.43,4.47,2.72,687
33897,0.52,Premium,G,SI1,62.3,56.0,5.15,5.18,3.22,1228
147029,0.33,Ideal,E,VS2,61.6,57.0,4.47,4.46,2.75,928
168699,0.77,Premium,G,VS1,62.1,59.0,5.84,5.87,3.64,3270
38116,0.31,Premium,G,VS2,62.5,58.0,4.32,4.35,2.71,544
132237,0.24,Ideal,F,SI2,61.9,55.0,4.0,4.01,2.48,344
38357,0.41,Ideal,F,VS2,60.9,55.0,4.82,4.79,2.92,1087
48286,0.41,Ideal,I,VVS1,63.5,57.0,4.68,4.72,2.99,905
160740,1.61,Ideal,F,VS2,62.2,55.0,7.45,7.49,4.65,13420
85949,0.76,Ideal,I,VVS2,62.1,55.0,5.85,5.83,3.62,2513
177955,0.9,Very Good,F,SI2,63.3,54.0,6.08,6.12,3.86,3498
111503,0.71,Ideal,F,SI1,62.6,57.0,5.69,5.73,3.58,2313
113011,1.21,Ideal,I,SI1,62.9,57.0,6.81,6.77,4.27,6214
99201,0.41,Premium,E,SI1,62.7,58.0,4.74,4.72,2.96,1170
85772,0.59,Ideal,F,VS2,60.9,55.0,5.4,5.42,3.3,1755
81788,0.41,Very Good,E,SI1,59.8,59.0,4.79,4.84,2.88,775
62725,1.03,Good,F,SI2,63.8,58.0,6.36,6.39,4.07,4338
1556,0.54,Ideal,D,VS2,61.4,55.0,5.25,5.2,3.21,1919
179457,0.3,Ideal,G,SI1,61.4,57.0,4.34,4.31,2.66,591
149259,1.2,Ideal,F,VVS1,61.9,56.0,6.79,6.87,4.23,11923
18592,1.01,Good,F,VS1,59.3,61.0,6.55,6.59,3.91,7222
179770,0.31,Very Good,E,VS2,62.1,56.0,4.31,4.33,2.68,872
33646,0.43,Ideal,E,VS2,62.3,55.0,4.87,4.84,3.02,1059
1752,2.01,Premium,J,VS2,61.3,58.0,8.1,8.05,4.97,12931
98120,1.5,Premium,G,VS2,62.9,59.0,7.25,7.22,4.55,13257
50619,0.51,Good,F,VS2,63.7,55.0,5.1,5.07,3.23,1596
51160,0.5,Ideal,D,VS1,62.7,56.0,5.05,5.08,3.17,1769
86036,0.53,Ideal,H,VS2,62.2,55.0,5.19,5.17,3.23,1437
32683,0.24,Good,F,VVS2,63.8,56.0,3.95,3.98,2.51,504
159822,0.31,Ideal,D,VS1,61.8,55.0,4.35,4.37,2.69,871
179580,2.03,Premium,I,VS2,60.5,60.0,8.26,8.17,4.95,17095
125992,0.4,Very Good,D,SI2,62.8,61.0,4.73,4.69,2.96,845
166856,1.53,Premium,D,SI2,61.3,58.0,7.38,7.46,4.55,8970
14916,1.5,Very Good,D,SI1,58.5,59.0,7.42,7.39,4.35,12284
186156,1.53,Ideal,E,SI2,62.4,57.0,7.36,7.39,4.6,10990
147948,0.33,Very Good,F,VS2,62.9,58.0,4.38,4.41,2.77,666
165244,2.24,Ideal,H,VS2,62.5,58.0,8.36,8.33,5.2,18037
36526,0.43,Ideal,D,VS2,62.1,56.0,4.83,4.86,3.01,929
102897,0.43,Premium,D,VS1,62.4,58.0,4.82,4.79,3.0,1326
84622,1.17,Very Good,I,SI1,59.3,63.0,6.87,6.87,4.08,5416
139009,0.71,Very Good,I,VVS1,62.8,56.0,5.68,5.73,3.58,2532
164002,0.92,Very Good,E,SI2,61.9,63.0,6.21,6.26,3.86,3527
187068,0.38,Ideal,F,VS1,61.8,56.0,4.67,4.62,2.88,982
47328,0.41,Ideal,F,VVS1,61.9,55.0,4.78,4.8,2.97,1295
155011,0.54,Premium,F,SI2,60.4,60.0,5.28,5.27,3.18,1176
19700,1.53,Very Good,I,SI2,63.1,57.0,7.34,7.31,4.62,7741
60277,1.52,Very Good,E,VS2,61.9,57.0,7.37,7.42,4.58,15025
30743,0.32,Ideal,I,SI1,61.9,55.0,4.43,4.46,2.75,436
113670,0.71,Very Good,D,VS2,59.3,61.0,5.76,5.8,3.43,3267
107914,0.31,Ideal,H,VS2,62.1,54.0,4.41,4.36,2.72,630
29792,0.9,Ideal,G,SI1,62.3,57.0,6.14,6.19,3.83,3941
183694,0.51,Premium,D,SI1,62.8,59.0,5.06,5.11,3.19,1569
80241,0.42,Ideal,F,VS1,62.1,54.0,4.83,4.79,2.99,1008
137112,1.01,Premium,D,VS2,62.3,60.0,6.38,6.36,3.97,6973
165305,0.32,Ideal,E,VS2,61.8,54.0,4.42,4.38,2.72,900
189671,1.03,Ideal,F,SI2,62.5,57.0,6.4,6.46,4.01,4311
105173,0.35,Very Good,F,VS2,63.1,56.0,4.5,4.47,2.83,706
98888,0.34,Premium,D,SI2,59.1,58.0,4.52,4.57,2.71,663
46570,2.01,Ideal,G,SI2,60.8,57.0,8.13,8.15,4.94,15197
100444,0.5,Ideal,E,SI1,62.0,55.0,5.04,5.08,3.15,1393
164993,0.79,Premium,F,VS2,61.5,58.0,5.97,5.95,3.64,3400
141100,0.34,Ideal,E,SI1,60.9,57.0,4.53,4.55,2.76,765
21394,1.5,Premium,J,VVS2,61.8,58.0,7.38,7.31,4.54,9225
49411,0.75,Ideal,H,VS2,62.2,56.0,5.84,5.78,3.61,2803
120340,0.51,Ideal,F,VVS1,62.1,55.0,5.1,5.14,3.18,2300
78592,1.3,Ideal,J,SI2,61.6,56.0,7.03,7.11,4.34,5368
68956,1.25,Premium,H,VS1,59.0,59.0,7.02,6.97,4.13,7577
7644,0.34,Very Good,G,VS2,62.4,58.5,4.43,4.46,2.77,596
12486,1.6,Ideal,G,VS1,62.4,55.0,7.51,7.55,4.71,14948
62333,0.25,Good,H,VVS2,59.0,65.0,4.07,4.09,2.44,554
118493,0.51,Ideal,H,VS1,61.9,57.0,5.11,5.15,3.18,1680
120705,0.41,Ideal,G,VS2,62.1,54.0,4.77,4.73,2.95,983
2695,1.23,Premium,G,VS2,62.6,58.0,6.89,6.76,4.27,7276
165723,2.0,Very Good,D,SI2,64.1,56.0,7.94,7.88,5.07,15467
120560,0.32,Ideal,H,VVS1,63.0,57.0,4.36,4.37,2.75,705
148198,0.5,Very Good,G,SI2,62.0,59.0,5.08,5.12,3.16,1121
34038,0.31,Premium,D,SI2,61.7,59.0,4.41,4.36,2.71,593
101217,1.52,Good,I,SI1,63.8,60.0,7.18,7.21,4.6,8800
113395,0.72,Premium,G,SI1,61.9,60.0,5.71,5.74,3.54,2479
188206,0.5,Premium,G,SI2,62.2,58.0,5.09,5.06,3.15,949
78803,0.7,Very Good,J,SI1,62.0,55.0,5.63,5.68,3.51,1917
93443,0.8,Ideal,F,SI2,62.7,56.0,5.92,5.9,3.7,2999
94627,0.7,Ideal,H,VVS2,61.8,56.0,5.69,5.71,3.52,3325
840,0.73,Ideal,I,SI1,61.1,56.0,5.84,5.8,3.56,2140
98053,2.01,Ideal,I,VS2,61.8,57.0,8.1,8.14,5.04,17051
107853,0.71,Ideal,E,SI2,62.7,54.0,5.65,5.74,3.58,2206
86708,1.04,Premium,F,SI1,62.4,58.0,6.5,6.48,4.04,6087
93458,0.56,Premium,D,SI1,62.7,59.0,5.27,5.22,3.28,1698
102629,0.7,Ideal,G,IF,62.2,54.0,5.75,5.7,3.56,2725
36856,0.9,Premium,D,SI1,61.9,58.0,6.14,6.17,3.81,4381
126952,1.51,Premium,G,SI2,62.6,58.0,7.31,7.26,4.56,9275
177583,0.75,Ideal,F,SI1,61.3,56.0,5.85,5.9,3.61,2810
92748,1.15,Ideal,G,SI2,62.4,57.0,6.7,6.65,4.18,5219
55009,0.54,Ideal,E,VS2,61.7,55.0,5.21,5.24,3.22,1687
7890,0.34,Premium,G,VS1,60.7,58.0,4.53,4.49,2.73,880
33938,1.51,Very Good,G,SI1,61.2,59.0,7.39,7.32,4.49,10147
57606,0.57,Ideal,E,SI1,61.7,57.0,5.32,5.39,3.3,1621
150341,1.01,Premium,D,SI2,62.5,60.0,6.39,6.34,3.98,4588
68376,0.81,Ideal,F,VS1,62.6,57.0,5.9,5.98,3.71,3644
157362,1.04,Very Good,E,SI1,62.5,56.0,6.46,6.5,4.05,5430
37227,0.32,Good,H,SI1,63.5,55.0,4.34,4.36,2.76,461
10416,0.71,Premium,H,VS1,61.7,59.0,5.73,5.7,3.53,2362
105599,0.52,Ideal,G,SI2,61.2,55.0,5.21,5.18,3.18,1194
47757,1.51,Ideal,H,VS2,62.9,54.0,7.31,7.23,4.57,10851
65402,0.52,Ideal,E,VVS1,60.9,57.0,5.19,5.2,3.17,2364
41399,1.02,Very Good,E,SI1,59.9,59.0,6.56,6.61,3.96,5476
15318,0.93,Good,G,SI2,63.8,56.0,6.25,6.18,3.96,3682
43182,1.23,Premium,H,VS1,60.8,60.0,6.91,6.87,4.18,7982
187511,1.01,Ideal,F,VS2,62.6,55.0,6.4,6.45,4.02,6773
88710,0.45,Ideal,F,VVS2,62.6,56.0,4.89,4.85,3.05,1238
118826,0.32,Ideal,F,VS1,61.5,57.0,4.41,4.44,2.72,713
117754,1.51,Ideal,F,VS2,62.4,55.0,7.37,7.32,4.58,14814
168652,2.09,Premium,H,SI2,61.2,60.0,8.2,8.17,5.01,17634
108785,1.27,Premium,E,SI1,62.1,58.0,6.87,6.89,4.28,7438
162672,0.72,Ideal,E,SI1,61.4,55.0,5.76,5.79,3.56,2840
115592,1.01,Very Good,H,SI1,62.8,57.0,6.43,6.37,4.02,4293
122122,0.7,Premium,D,SI1,61.9,61.0,5.59,5.64,3.47,2215
21544,0.39,Ideal,E,VS1,62.8,53.0,4.65,4.68,2.93,1014
171249,2.16,Very Good,J,SI2,63.2,58.0,8.21,8.13,5.15,11088
96353,0.72,Ideal,E,SI1,61.9,57.0,5.73,5.76,3.55,3256
186874,0.77,Ideal,E,VS1,62.3,56.0,5.86,5.83,3.65,3519
133955,0.33,Ideal,I,SI1,61.7,54.0,4.46,4.48,2.76,445
142070,1.13,Ideal,H,VS2,62.0,55.0,6.7,6.66,4.14,5608
96642,0.35,Ideal,F,SI1,61.6,54.0,4.53,4.56,2.8,700
162216,0.5,Very Good,E,VS2,62.4,55.0,5.05,5.08,3.16,1146
189177,0.33,Very Good,G,VVS1,61.8,56.0,4.44,4.47,2.75,795
44,1.0,Premium,E,SI1,62.7,60.0,6.43,6.39,4.02,5105
168142,0.45,Fair,H,SI2,66.3,56.0,4.82,4.65,3.14,591
160317,0.5,Good,F,SI1,60.9,57.0,5.1,5.08,3.09,1180
56558,0.74,Ideal,G,VS2,62.5,57.0,5.8,5.78,3.62,2974
163360,0.34,Very Good,D,SI1,59.3,61.0,4.59,4.54,2.7,626
170282,0.5,Very Good,F,SI1,61.9,61.0,5.05,5.1,3.15,1838
144253,1.36,Ideal,G,VS2,60.9,57.0,7.26,7.2,4.38,9290
41166,0.71,Ideal,J,SI1,62.5,54.0,5.67,5.72,3.56,2003
42599,0.3,Very Good,F,VVS1,60.4,63.0,4.3,4.32,2.61,790
94358,0.32,Ideal,D,VS2,62.0,55.0,4.42,4.45,2.75,626
180193,0.52,Ideal,E,VS2,61.8,57.0,5.11,5.15,3.17,1760
42423,0.72,Ideal,I,VS1,61.1,57.0,5.77,5.8,3.53,2453
168341,0.7,Ideal,E,SI2,62.0,56.0,5.66,5.71,3.53,2307
25173,0.71,Ideal,F,SI1,62.0,57.0,5.75,5.68,3.55,2398
191315,0.56,Premium,E,VS2,61.9,58.0,5.29,5.27,3.27,1876
158409,1.22,Ideal,I,VS2,62.2,57.0,6.88,6.83,4.26,8107
87134,0.31,Ideal,D,VS1,61.7,56.0,4.4,4.38,2.71,766
142006,0.52,Ideal,G,VS1,61.8,55.0,5.17,5.19,3.2,1961
188390,0.32,Ideal,E,VS2,61.9,55.0,4.38,4.41,2.72,702
97449,0.34,Premium,F,VVS1,62.6,54.0,4.48,4.45,2.79,880
132167,1.71,Premium,G,VS2,62.4,58.0,7.69,7.62,4.75,15151
126469,1.01,Ideal,H,SI1,61.8,56.0,6.45,6.48,3.99,4851
5841,0.27,Very Good,G,VS1,61.0,58.0,4.2,4.25,2.58,580
168578,0.31,Ideal,H,VVS1,61.8,56.0,4.35,4.33,2.68,907
28022,1.01,Very Good,E,SI2,62.9,58.0,6.34,6.38,4.0,4750
63199,0.3,Ideal,G,VS2,62.0,58.0,4.25,4.28,2.64,487
55584,1.02,Good,F,SI2,62.5,64.0,6.41,6.35,3.99,4320
8457,0.33,Premium,H,VS1,63.0,58.0,4.43,4.4,2.78,666
160892,1.04,Ideal,H,VS2,62.3,56.0,6.43,6.45,4.01,5824
100304,0.28,Ideal,I,VS1,60.6,56.0,4.22,4.26,2.57,452
127140,1.01,Premium,H,SI1,62.6,58.0,6.43,6.36,4.01,4559
178569,1.0,Ideal,H,VS1,61.5,56.0,6.48,6.44,3.97,5055
144930,0.3,Premium,F,VS2,62.0,60.0,4.25,4.27,2.64,776
144430,0.51,Very Good,G,VS2,62.7,59.0,5.05,5.12,3.19,1438
141447,0.72,Ideal,E,VS2,61.5,56.0,5.77,5.8,3.56,3405
30381,0.3,Premium,D,VVS2,62.1,58.0,4.27,4.29,2.66,1041
157645,0.75,Fair,E,SI2,56.7,66.0,6.01,5.97,3.43,2818
92072,1.01,Premium,F,SI2,62.3,58.0,6.41,6.34,3.97,4691
182851,0.58,Ideal,G,VVS2,61.9,56.0,5.35,5.38,3.31,2203
122029,1.18,Premium,D,SI2,61.2,58.0,6.88,6.82,4.19,5515
191295,0.9,Premium,E,SI2,62.6,58.0,6.16,6.09,3.84,3938
120613,1.04,Ideal,G,SI1,62.5,56.0,6.54,6.51,4.07,5876
86587,1.64,Premium,F,SI1,62.5,59.0,7.55,7.52,4.71,13872
186616,1.3,Premium,D,SI2,59.5,58.0,7.16,7.11,4.23,6303
110879,0.32,Ideal,H,IF,61.6,56.0,4.41,4.39,2.71,1094
62113,0.93,Ideal,D,SI2,61.6,56.0,6.24,6.27,3.85,3958
116251,0.79,Ideal,D,VS1,61.0,56.0,5.97,5.95,3.63,4536
101493,1.7,Ideal,F,VS2,62.5,57.0,7.59,7.5,4.71,15291
93721,0.7,Ideal,E,VS2,61.7,56.0,5.69,5.73,3.52,3170
106950,0.73,Ideal,H,VS2,62.4,55.0,5.8,5.73,3.59,2351
3567,0.25,Ideal,F,VS1,61.3,56.0,4.11,4.13,2.52,503
173415,1.7,Premium,I,VS1,61.6,58.0,7.58,7.62,4.68,12937
12056,0.42,Ideal,E,VS2,62.0,57.0,4.82,4.77,2.97,985
124400,1.01,Ideal,G,SI1,62.9,57.0,6.44,6.38,4.02,5394
11868,0.5,Premium,D,VS2,62.5,60.0,5.08,5.06,3.18,1716
172621,1.0,Ideal,D,SI1,63.0,54.0,6.34,6.3,3.99,5595
140381,0.52,Very Good,G,SI2,62.8,58.0,5.12,5.15,3.22,1205
127033,0.3,Ideal,G,IF,62.7,54.0,4.32,4.36,2.72,863
187007,0.41,Premium,E,SI2,61.0,59.0,4.84,4.77,2.93,876
150949,0.73,Ideal,H,VS1,61.7,56.0,5.79,5.82,3.58,3185
47112,1.62,Premium,E,VS2,62.0,59.0,7.6,7.55,4.7,17666
92608,0.41,Ideal,D,VVS2,59.9,57.0,4.88,4.91,2.94,1356
122945,0.51,Ideal,F,SI1,61.2,57.0,5.18,5.21,3.17,1312
167580,0.32,Ideal,D,SI2,61.9,55.0,4.38,4.4,2.72,558
53288,0.32,Ideal,D,VS2,61.3,56.0,4.37,4.41,2.69,681
59231,1.37,Ideal,J,VVS2,62.0,56.0,7.12,7.17,4.42,7934
8011,0.53,Ideal,G,VVS2,60.9,56.0,5.2,5.23,3.18,2041
120897,1.01,Premium,E,SI1,59.2,62.0,6.55,6.48,3.86,5420
45482,0.7,Very Good,I,VS1,60.5,58.0,5.77,5.82,3.49,2375
35517,0.31,Ideal,F,IF,62.2,55.0,4.32,4.36,2.7,886
25621,1.03,Premium,E,SI2,60.5,59.0,6.61,6.53,3.97,3816
138517,0.92,Premium,H,VS1,62.1,58.0,6.21,6.25,3.87,4029
154315,0.82,Ideal,H,SI2,62.3,56.0,5.97,6.02,3.74,2622
112507,0.3,Ideal,D,VS2,62.1,56.0,4.25,4.31,2.66,790
30891,0.91,Good,D,SI1,64.3,58.0,6.08,6.05,3.9,4469
135232,0.42,Ideal,F,VS2,62.5,55.0,4.81,4.79,3.0,1020
38068,1.51,Premium,G,VS1,61.1,58.0,7.35,7.43,4.5,12261
37737,1.0,Good,E,SI2,63.8,56.0,6.35,6.31,4.04,4167
28,1.11,Premium,D,SI1,60.6,59.0,6.74,6.68,4.06,5877
49211,2.01,Premium,I,VS2,61.3,60.0,8.14,8.07,4.96,15379
149515,1.01,Very Good,E,VS2,63.3,56.0,6.34,6.37,4.02,6334
129939,0.5,Premium,F,SI1,61.0,59.0,5.17,5.15,3.15,1300
20911,1.02,Ideal,F,SI2,62.2,56.0,6.43,6.46,4.01,4116
167128,0.42,Good,I,SI2,63.1,57.0,4.75,4.83,3.02,648
167931,0.91,Premium,G,SI2,61.9,60.0,6.19,6.21,3.84,3121
70787,1.02,Premium,G,VS1,60.6,60.0,6.53,6.57,3.99,7215
168090,0.3,Very Good,H,VS2,63.0,57.0,4.24,4.27,2.68,505
164457,0.3,Ideal,H,VS1,61.5,56.0,4.31,4.34,2.66,675
188811,1.2,Ideal,H,SI1,63.0,57.0,6.74,6.71,4.25,6425
115056,2.27,Ideal,J,SI1,62.0,55.0,8.39,8.43,5.22,17595
145589,0.31,Ideal,E,VVS1,62.7,56.0,4.34,4.3,2.71,988
173472,0.8,Ideal,H,VS1,61.8,54.0,5.98,6.01,3.7,3994
174757,0.27,Very Good,E,VVS1,60.4,59.0,4.19,4.21,2.55,586
169407,0.72,Good,G,SI2,61.0,64.0,5.68,5.7,3.47,2144
88413,0.71,Ideal,H,SI1,62.4,55.0,5.75,5.68,3.56,2131
27257,0.28,Ideal,D,SI2,62.1,55.0,4.16,4.19,2.6,491
172087,0.43,Ideal,F,VS1,61.0,57.0,4.89,4.86,2.97,1059
57246,1.02,Premium,H,SI2,62.6,59.0,6.41,6.36,4.0,4201
114886,0.58,Ideal,E,VS1,61.0,59.0,5.38,5.4,3.29,2085
19729,2.02,Ideal,I,SI2,62.4,56.0,8.04,8.07,5.03,15122
139020,0.41,Premium,F,VVS2,61.1,59.0,4.79,4.82,2.94,1115
169524,0.34,Ideal,G,VVS1,61.1,56.0,4.51,4.56,2.77,789
16571,1.15,Premium,H,SI1,62.6,60.0,6.67,6.61,4.16,5082
158711,1.2,Premium,H,VS2,58.3,62.0,6.91,6.86,4.03,5175
115404,1.0,Very Good,H,VS2,62.4,59.0,6.36,6.34,3.96,5408
84208,1.1,Premium,G,VS2,59.2,59.0,6.77,6.74,4.01,6401
168332,2.01,Premium,I,VS2,60.9,60.0,8.14,8.18,4.97,16626
105276,1.01,Premium,G,SI1,63.0,59.0,6.33,6.26,3.97,3734
169240,1.02,Premium,F,VS1,61.8,59.0,6.49,6.46,4.01,7937
29477,0.36,Very Good,D,SI1,60.2,60.0,4.6,4.57,2.76,619
167861,0.71,Premium,F,VS2,59.9,60.0,5.84,5.81,3.48,2800
156303,0.4,Ideal,F,SI1,62.0,57.0,4.74,4.76,2.94,737
173866,1.01,Premium,F,VS1,60.5,58.0,6.52,6.47,3.92,7727
78814,1.51,Premium,D,SI2,61.9,60.0,7.32,7.27,4.51,9803
40411,0.3,Premium,D,VS2,62.1,58.0,4.27,4.3,2.66,911
7008,1.5,Ideal,H,SI1,61.7,55.0,7.33,7.31,4.52,9258
157343,1.2,Premium,I,VS2,62.5,59.0,6.64,6.74,4.18,5361
190063,0.81,Premium,G,VS2,61.7,59.0,5.97,5.92,3.66,2922
184768,0.43,Very Good,F,SI1,63.4,55.0,4.77,4.79,3.03,792
31990,0.5,Good,F,SI1,62.2,64.0,5.12,5.08,3.17,1214
137622,0.41,Premium,F,VVS2,61.6,59.0,4.78,4.73,2.93,1192
162293,0.31,Ideal,I,VS2,62.2,55.0,4.34,4.37,2.7,434
8910,0.71,Good,D,VS2,63.9,59.0,5.64,5.59,3.58,3087
104513,1.01,Premium,D,SI1,62.0,58.0,6.37,6.42,3.98,5728
128372,0.6,Good,D,VS2,60.8,61.0,5.51,5.44,3.32,2140
132244,2.02,Ideal,I,VS2,62.2,56.0,8.05,7.94,4.98,14017
155996,0.33,Ideal,E,VVS1,61.9,56.0,4.41,4.46,2.75,1052
184002,1.27,Good,I,VS2,62.6,59.0,6.85,6.88,4.32,6360
78693,0.4,Very Good,E,VS1,62.8,59.0,4.73,4.7,2.96,1125
58242,0.7,Ideal,D,VS2,62.0,55.0,5.67,5.7,3.53,2968
66911,0.52,Ideal,G,VVS2,60.9,57.0,5.18,5.21,3.16,1750
93749,2.11,Ideal,J,VS2,61.6,55.0,8.23,8.26,5.08,15450
93854,0.3,Ideal,F,SI2,62.2,56.0,4.3,4.35,2.69,475
57117,0.3,Ideal,E,VVS2,62.4,56.0,4.34,4.31,2.7,1013
74652,0.32,Ideal,G,VVS1,62.0,55.0,4.37,4.4,2.72,842
183763,1.02,Premium,F,SI1,62.4,58.0,6.43,6.36,3.99,4838
80122,0.7,Very Good,F,SI1,60.7,56.0,5.72,5.74,3.48,2401
111966,0.38,Ideal,G,SI1,61.9,55.0,4.67,4.63,2.89,969
17810,2.03,Ideal,I,SI1,62.7,57.0,8.06,8.02,5.04,13949
17724,1.51,Ideal,I,SI1,62.2,57.0,7.27,7.3,4.54,8442
102852,0.33,Premium,G,VS2,62.3,58.0,4.41,4.43,2.76,579
55205,0.64,Ideal,F,SI1,62.3,55.0,5.51,5.53,3.43,1870
184096,0.52,Ideal,G,VS1,61.5,55.0,5.17,5.2,3.19,1592
126251,0.71,Ideal,F,SI2,62.0,56.0,5.73,5.76,3.56,2056
106828,0.71,Ideal,E,SI2,61.8,56.0,5.74,5.76,3.55,2516
179163,0.9,Very Good,H,VS2,63.5,59.0,6.09,6.12,3.87,4072
70335,0.92,Very Good,D,SI1,62.9,59.0,6.13,6.17,3.87,4260
76273,0.4,Very Good,D,SI1,58.8,61.0,4.81,4.86,2.85,1040
157625,0.54,Ideal,G,VVS1,61.7,55.0,5.25,5.29,3.25,1993
34067,1.02,Very Good,G,VS2,61.9,59.0,6.37,6.42,3.97,6013
145543,1.1,Ideal,F,VS1,61.5,55.0,6.65,6.6,4.08,7859
84332,0.9,Very Good,G,SI1,63.6,58.0,6.12,6.08,3.88,3511
73265,1.21,Ideal,I,VS1,61.7,57.0,6.78,6.84,4.2,5892
70195,0.51,Ideal,D,SI1,61.0,57.0,5.15,5.18,3.15,1611
167745,0.94,Premium,I,VS2,62.9,59.0,6.25,6.19,3.91,3879
184508,0.32,Ideal,D,VS2,61.5,56.0,4.4,4.42,2.71,758
119912,1.01,Ideal,E,SI2,61.6,55.0,6.46,6.5,3.99,4620
88090,1.06,Very Good,H,SI2,63.1,55.0,6.53,6.61,4.13,5141
186402,2.01,Premium,H,SI2,62.1,59.0,8.08,8.05,5.01,11531
178338,0.4,Ideal,E,SI1,60.3,57.0,4.77,4.79,2.88,945
36814,1.01,Premium,F,VS2,62.1,57.0,6.37,6.41,3.97,6288
44659,0.3,Ideal,D,SI1,61.7,56.0,4.31,4.35,2.67,709
9798,1.01,Ideal,E,SI1,61.7,56.0,6.43,6.47,3.98,5550
113824,1.08,Ideal,E,SI1,61.9,57.0,6.56,6.6,4.08,5450
145055,1.51,Ideal,G,SI1,62.4,56.0,7.31,7.36,4.57,8709
93993,0.7,Very Good,I,SI1,60.7,60.0,5.68,5.73,3.47,2032
118599,1.01,Premium,F,VS1,61.4,58.0,6.41,6.46,3.96,8138
156436,0.32,Ideal,G,VS1,60.9,57.0,4.41,4.44,2.69,645
47371,0.31,Fair,D,SI1,64.7,58.0,4.33,4.24,2.77,708
185467,1.25,Ideal,E,VS2,62.1,57.0,6.93,6.89,4.3,10930
170079,0.3,Ideal,J,VS2,62.5,57.0,4.3,4.34,2.7,413
5190,1.02,Ideal,F,SI1,61.8,56.0,6.45,6.49,3.99,5728
39422,0.32,Ideal,E,VS2,61.3,56.0,4.4,4.37,2.69,603
54721,0.3,Premium,E,VVS2,61.5,59.0,4.32,4.34,2.66,766
104811,0.4,Ideal,G,VVS2,61.9,55.0,4.73,4.75,2.94,1026
159250,1.27,Ideal,G,I1,61.8,56.0,6.91,6.93,4.27,3328
174121,0.77,Ideal,E,VS2,62.0,56.0,5.89,5.92,3.65,3420
89849,0.3,Ideal,E,VS2,62.5,54.0,4.32,4.3,2.7,844
96102,0.26,Very Good,E,VVS1,62.0,58.0,4.08,4.13,2.55,597
152171,1.51,Ideal,G,VS2,62.7,56.0,7.27,7.3,4.57,13588
115201,2.06,Ideal,I,VS2,62.0,57.0,8.12,8.18,5.05,14224
179138,1.19,Premium,G,SI1,62.0,58.0,6.78,6.7,4.18,6286
136191,0.41,Ideal,F,VS1,61.9,55.0,4.82,4.77,2.97,1076
177606,1.01,Premium,H,SI1,61.3,60.0,6.46,6.42,3.95,4975
130959,0.37,Ideal,G,VS1,61.9,54.0,4.65,4.67,2.87,699
159091,0.73,Very Good,F,VS1,60.0,58.0,5.83,5.87,3.52,3243
61246,0.32,Ideal,G,VS1,60.8,57.0,4.45,4.48,2.72,645
109441,0.41,Very Good,F,VS2,61.0,62.0,4.77,4.81,2.93,845
94264,1.2,Premium,D,VS1,61.1,56.0,6.89,6.81,4.19,10487
117467,0.32,Ideal,G,VVS2,62.3,54.0,4.38,4.39,2.73,730
42950,1.27,Premium,F,SI2,62.0,58.0,6.94,6.88,4.28,6239
166584,1.24,Ideal,F,VVS2,62.8,54.0,6.88,6.84,4.3,10129
24369,0.91,Very Good,G,SI1,62.5,56.0,6.15,6.17,3.85,4389
